Domain,YearsOfExperience,Year,Salary
data,11,2021,152177
healthcare,3,2021,127035
education,9,2021,107413
business,14,2021,128317
ml,7,2021,170477
business,13,2021,160921
business,14,2021,148970
backend,8,2021,167901
business,12,2021,136662
ml,20,2021,188838
education,20,2021,120938
data,1,2021,124828
data,5,2021,162738
fullstack,18,2021,192354
ml,10,2021,205480
frontend,2,2021,106545
business,10,2021,144153
design,18,2021,131074
devops,14,2021,201695
devops,3,2021,148421
business,10,2021,132049
devops,19,2021,213489
education,4,2021,89297
business,15,2021,132973
design,17,2021,126030
data,9,2021,151643
design,15,2021,148463
education,4,2021,106331
business,17,2021,169235
fullstack,15,2021,167859
frontend,9,2021,156907
ml,19,2021,191472
design,16,2021,134228
ml,6,2021,187326
devops,9,2021,185057
ml,13,2021,211471
ml,6,2021,156631
devops,0,2021,124787
design,18,2021,151157
healthcare,5,2021,106941
devops,10,2021,172974
backend,7,2021,146626
ml,17,2021,203988
backend,7,2021,150088
data,15,2021,156828
healthcare,6,2021,114203
design,13,2021,124349
frontend,11,2021,126051
healthcare,5,2021,116825
backend,17,2021,187372
ml,16,2021,208850
fullstack,9,2021,165685
fullstack,15,2021,181562
frontend,1,2021,101375
healthcare,11,2021,134421
devops,2,2021,124285
ml,7,2021,184443
devops,9,2021,152798
design,13,2021,110017
fullstack,20,2021,186622
data,0,2021,145667
data,6,2021,161434
design,2,2021,100417
backend,3,2021,135491
education,19,2021,104148
data,14,2021,183586
fullstack,1,2021,107869
backend,8,2021,159529
data,10,2021,193954
frontend,15,2021,169196
devops,10,2021,190735
business,14,2021,136042
ml,8,2021,167097
ml,6,2021,166366
backend,19,2021,191596
frontend,8,2021,130761
design,20,2021,125916
ml,16,2021,196847
fullstack,15,2021,191704
devops,12,2021,188372
ml,18,2021,196853
ml,9,2021,201439
healthcare,2,2021,117891
business,18,2021,169276
healthcare,15,2021,159689
ml,12,2021,201748
design,2,2021,115305
healthcare,1,2021,114306
healthcare,6,2021,119748
devops,16,2021,193560
backend,10,2021,185563
business,8,2021,113277
ml,5,2021,162224
ml,12,2021,193669
design,11,2021,132436
data,7,2021,162101
healthcare,6,2021,115584
frontend,13,2021,157461
backend,5,2021,153408
design,5,2021,101602
business,12,2021,156010
data,14,2021,158455
fullstack,9,2021,157232
design,11,2021,141087
business,4,2021,132234
business,20,2021,158315
education,1,2021,89433
fullstack,6,2021,124599
design,7,2021,121075
business,4,2021,125081
backend,20,2021,207576
data,20,2021,216636
data,5,2021,134541
education,2,2021,87210
data,3,2021,164185
fullstack,11,2021,158966
data,10,2021,180869
frontend,11,2021,128067
devops,7,2021,188680
business,11,2021,154932
ml,19,2021,183185
healthcare,0,2021,97241
data,18,2021,204728
healthcare,11,2021,126957
healthcare,15,2021,153383
backend,14,2021,180563
ml,19,2021,236727
data,1,2021,138176
ml,5,2021,156605
frontend,0,2021,109910
devops,4,2021,149971
design,15,2021,142221
devops,11,2021,158921
design,10,2021,114780
education,19,2021,119493
data,13,2021,166417
frontend,2,2021,123322
fullstack,8,2021,138792
frontend,14,2021,135946
devops,6,2021,184248
healthcare,8,2021,140968
education,18,2021,133561
business,2,2021,96407
frontend,7,2021,135136
design,10,2021,109118
business,4,2021,138657
backend,1,2021,128622
backend,18,2021,187704
data,19,2021,193000
devops,7,2021,160909
education,20,2021,127781
design,13,2021,126126
design,7,2021,133984
ml,15,2021,192032
healthcare,2,2021,103516
frontend,2,2021,132984
frontend,10,2021,147131
education,18,2021,127570
education,13,2021,127463
devops,0,2021,142453
frontend,10,2021,154407
frontend,0,2021,97665
devops,15,2021,163422
education,6,2021,102494
education,16,2021,137795
business,0,2021,105616
design,18,2021,128169
fullstack,2,2021,123062
healthcare,18,2021,156600
fullstack,2,2021,128917
ml,3,2021,156224
business,20,2021,130226
fullstack,1,2021,109660
education,0,2021,72854
healthcare,11,2021,117331
education,1,2021,87175
education,11,2021,104670
business,1,2021,104428
devops,13,2021,166811
frontend,0,2021,117603
fullstack,20,2021,179320
fullstack,13,2021,146211
business,16,2021,166793
business,14,2021,133558
ml,11,2021,170707
backend,3,2021,160452
data,7,2021,139526
education,6,2021,93203
education,12,2021,126489
education,8,2021,102465
business,3,2021,131608
backend,19,2021,185397
education,19,2021,120560
ml,5,2021,167298
healthcare,9,2021,126326
design,5,2021,120200
devops,10,2021,167943
education,6,2021,117042
frontend,5,2021,115007
fullstack,1,2021,122771
data,8,2021,180567
education,16,2021,104644
fullstack,1,2021,138970
data,7,2021,164084
frontend,13,2021,160478
business,7,2021,118863
design,13,2021,127585
frontend,15,2021,162291
backend,9,2021,169942
ml,10,2021,190179
fullstack,9,2021,136434
education,11,2021,116438
business,13,2021,143994
fullstack,13,2021,141348
data,16,2021,192634
healthcare,14,2021,139253
business,4,2021,104562
fullstack,8,2021,165436
backend,1,2021,111381
education,15,2021,124979
ml,3,2021,178858
ml,4,2021,187196
devops,0,2021,116861
frontend,17,2021,174331
business,12,2021,153954
design,15,2021,138428
backend,17,2021,165344
fullstack,19,2021,157744
frontend,18,2021,166335
ml,2,2021,154623
backend,3,2021,155517
devops,13,2021,171864
design,12,2021,145919
fullstack,20,2021,190413
business,4,2021,111475
backend,12,2021,147853
business,2,2021,116049
healthcare,5,2021,131209
data,20,2021,211852
fullstack,11,2021,141406
healthcare,15,2021,147174
ml,16,2021,200060
education,9,2021,97720
devops,6,2021,171264
design,6,2021,121703
education,16,2021,129865
business,17,2021,146998
backend,9,2021,171321
design,14,2021,148489
devops,16,2021,172488
backend,4,2021,123837
devops,15,2021,185933
data,9,2021,158541
business,8,2021,120767
ml,19,2021,221847
frontend,6,2021,151543
devops,5,2021,157059
devops,20,2021,216954
fullstack,18,2021,170525
data,16,2021,186968
frontend,1,2021,105178
design,11,2021,131646
healthcare,3,2021,104157
data,16,2021,194362
ml,3,2021,141707
education,20,2021,129789
fullstack,20,2021,183324
education,8,2021,115156
education,19,2021,116523
ml,13,2021,184376
business,7,2021,130128
education,12,2021,127386
healthcare,1,2021,100506
backend,4,2021,146334
design,18,2021,141576
design,2,2021,89746
healthcare,13,2021,129404
business,0,2021,102311
fullstack,5,2021,145751
business,8,2021,117879
devops,15,2021,213041
fullstack,15,2021,168080
business,2,2021,105817
data,8,2021,166273
frontend,3,2021,136645
business,9,2021,126070
healthcare,16,2021,128702
design,17,2021,134255
design,6,2021,101330
business,0,2021,98188
design,1,2021,108507
education,8,2021,107160
data,7,2021,166961
healthcare,18,2021,159903
healthcare,4,2021,130605
data,17,2021,164730
ml,8,2021,204649
frontend,1,2021,121777
design,9,2021,109436
frontend,9,2021,122783
ml,1,2021,135828
ml,11,2021,201669
healthcare,20,2021,159617
education,19,2021,109014
design,7,2021,115865
devops,7,2021,170716
backend,9,2021,178766
healthcare,2,2021,108886
healthcare,15,2021,133228
fullstack,2,2021,117966
healthcare,11,2021,123106
education,4,2021,97275
devops,11,2021,201525
ml,2,2021,142019
healthcare,20,2021,150194
backend,11,2021,189563
fullstack,4,2021,123488
frontend,8,2021,151962
frontend,2,2021,129464
design,10,2021,108947
design,2,2021,95248
design,8,2021,104665
ml,18,2021,209082
healthcare,3,2021,117122
backend,7,2021,151191
healthcare,12,2021,116212
ml,18,2021,216156
data,3,2021,137493
design,15,2021,123952
devops,19,2021,199613
data,7,2021,175890
ml,8,2021,188563
devops,14,2021,198056
ml,12,2021,199086
education,20,2021,129228
fullstack,12,2021,166737
frontend,12,2021,141282
ml,17,2021,218872
backend,9,2021,178878
frontend,11,2021,123763
backend,6,2021,167837
ml,14,2021,210085
education,3,2021,90433
backend,7,2021,148117
design,4,2021,94053
fullstack,5,2021,161569
backend,10,2021,171883
business,20,2021,164561
data,16,2021,205604
healthcare,15,2021,123108
backend,5,2021,140829
backend,17,2021,157100
healthcare,11,2021,112573
ml,15,2021,180913
ml,0,2021,125885
ml,7,2021,197656
healthcare,11,2021,125860
ml,1,2021,144869
design,16,2021,133904
data,2,2021,126214
backend,11,2021,149038
education,18,2021,106636
devops,8,2021,166637
ml,8,2021,178045
healthcare,4,2021,102621
devops,18,2021,213066
education,16,2021,134089
business,0,2021,114835
frontend,8,2021,155414
backend,5,2021,157055
fullstack,19,2021,180140
healthcare,17,2021,126049
healthcare,8,2021,129078
fullstack,4,2021,129649
business,18,2021,153841
fullstack,13,2021,159614
data,11,2021,154554
fullstack,15,2021,182057
fullstack,0,2021,130683
backend,15,2021,190994
data,0,2021,143188
devops,15,2021,193092
design,0,2021,106673
frontend,7,2021,116854
ml,8,2021,192454
education,8,2021,117203
devops,13,2021,160166
data,18,2021,197484
data,13,2021,186069
ml,11,2021,204235
business,10,2021,140845
design,16,2021,140583
business,19,2021,162294
backend,17,2021,154940
fullstack,19,2021,177953
design,18,2021,119267
design,0,2021,91020
fullstack,17,2021,159660
frontend,4,2021,114500
frontend,7,2021,117151
ml,19,2021,229387
data,17,2021,181848
data,12,2021,184038
ml,18,2021,233369
ml,14,2021,218225
healthcare,6,2021,105224
fullstack,1,2021,127462
fullstack,19,2021,155576
devops,13,2021,166919
ml,1,2021,144214
education,0,2021,76898
ml,10,2021,202628
healthcare,2,2021,110370
frontend,13,2021,134713
fullstack,18,2021,172731
business,10,2021,148645
fullstack,16,2021,188337
frontend,13,2021,138785
data,16,2021,206034
data,8,2021,183429
education,15,2021,110554
design,19,2021,139708
devops,11,2021,176064
backend,0,2021,115123
frontend,19,2021,167473
design,8,2021,118846
healthcare,4,2021,98697
frontend,14,2021,167501
fullstack,13,2021,146977
frontend,10,2021,149197
backend,13,2021,188940
ml,10,2021,188814
education,18,2021,107075
data,16,2021,204638
devops,3,2021,139944
fullstack,5,2021,123904
frontend,17,2021,164559
frontend,14,2021,158631
business,4,2021,120194
design,12,2021,117379
backend,16,2021,166689
education,18,2021,134990
education,4,2021,107683
business,13,2021,123559
devops,7,2021,149274
data,0,2021,133351
data,13,2021,183436
healthcare,6,2021,118351
design,3,2021,99761
backend,17,2021,170198
fullstack,2,2021,116697
devops,0,2021,153856
fullstack,18,2021,147132
business,14,2021,165254
business,0,2021,96374
frontend,16,2021,139303
healthcare,13,2021,134213
devops,7,2021,146099
ml,11,2021,174112
business,14,2021,127386
backend,7,2021,135791
business,1,2021,115261
education,14,2021,111172
backend,12,2021,162968
frontend,10,2021,139165
ml,15,2021,174260
fullstack,20,2021,193907
ml,9,2021,179943
fullstack,4,2021,130285
education,4,2021,96567
design,2,2021,87477
fullstack,14,2021,165645
backend,8,2021,168960
frontend,1,2021,109239
healthcare,16,2021,153138
devops,9,2021,150040
healthcare,11,2021,116995
devops,18,2021,213931
ml,15,2021,174924
devops,16,2021,189934
education,6,2021,116025
data,14,2021,205883
design,11,2021,142989
fullstack,15,2021,165501
data,20,2021,162615
healthcare,8,2021,127919
ml,10,2021,196528
design,20,2021,135830
ml,2,2021,154844
devops,18,2021,170921
business,10,2021,140931
data,15,2021,193947
business,13,2021,159572
education,12,2021,115398
data,15,2021,189121
healthcare,13,2021,139421
devops,2,2021,160478
ml,18,2021,181893
ml,9,2021,179139
design,7,2021,111906
business,3,2021,133330
education,2,2021,84791
devops,0,2021,140481
healthcare,8,2021,121796
frontend,9,2021,130306
business,9,2021,132480
ml,3,2021,152919
healthcare,15,2021,129713
backend,13,2021,187315
fullstack,18,2021,185197
design,2,2021,96622
education,20,2021,115307
design,18,2021,129306
healthcare,18,2021,151354
devops,14,2021,194703
data,5,2021,160147
data,11,2021,150075
data,0,2021,129905
devops,6,2021,167577
backend,9,2021,144201
devops,20,2021,180366
education,14,2021,134839
design,14,2021,150329
design,11,2021,123498
fullstack,13,2021,171150
frontend,0,2021,106089
healthcare,18,2021,124735
ml,11,2021,196858
fullstack,12,2021,172774
ml,12,2021,217995
education,15,2021,123212
backend,18,2021,164650
fullstack,1,2021,135638
devops,9,2021,150664
data,3,2021,144398
backend,2,2021,124711
education,4,2021,111205
frontend,4,2021,135785
frontend,5,2021,148303
frontend,4,2021,139797
education,14,2021,133943
healthcare,20,2021,150160
education,19,2021,128882
backend,1,2021,147393
design,10,2021,139477
education,20,2021,112163
healthcare,17,2021,150708
education,4,2021,107259
data,6,2021,145032
data,10,2021,186827
design,0,2021,90885
backend,6,2021,163871
healthcare,9,2021,127156
backend,20,2021,175139
frontend,10,2021,135532
ml,1,2021,167576
ml,4,2021,151745
design,1,2021,108586
ml,10,2021,167537
devops,10,2021,196563
backend,0,2021,124642
fullstack,3,2021,117511
education,13,2021,122600
healthcare,14,2021,120744
business,7,2021,146496
healthcare,17,2021,138309
design,14,2021,130368
education,8,2021,121653
business,0,2021,96601
design,0,2021,107438
data,5,2021,176708
devops,17,2021,191916
design,19,2021,124762
data,19,2021,164515
business,14,2021,161960
fullstack,18,2021,196615
devops,9,2021,154747
design,13,2021,111461
healthcare,17,2021,132308
healthcare,10,2021,123086
fullstack,9,2021,172833
frontend,20,2021,166826
devops,5,2021,177280
ml,14,2021,188019
business,15,2021,148410
data,4,2021,164440
healthcare,2,2021,105193
data,19,2021,161923
business,9,2021,117913
healthcare,18,2021,155752
backend,4,2021,137514
education,20,2021,124879
fullstack,17,2021,151847
ml,6,2021,166097
data,5,2021,171356
business,15,2021,155640
design,14,2021,122889
design,19,2021,118851
devops,7,2021,179731
frontend,15,2021,163529
frontend,3,2021,124466
backend,13,2021,186885
business,13,2021,163217
ml,17,2021,224830
frontend,17,2021,139957
fullstack,13,2021,152508
backend,7,2021,174396
ml,5,2021,162606
design,7,2021,118910
data,9,2021,173542
design,0,2021,91175
healthcare,4,2021,112043
business,8,2021,146444
ml,12,2021,213876
ml,16,2021,209369
ml,10,2021,206790
frontend,19,2021,138558
frontend,3,2021,108925
design,4,2021,106150
education,1,2021,85991
ml,19,2021,216692
healthcare,0,2021,93946
ml,18,2021,225050
education,20,2021,125070
education,8,2021,115286
devops,12,2021,179331
education,5,2021,111327
fullstack,9,2021,158267
backend,16,2021,163630
design,0,2021,106026
devops,19,2021,198759
data,0,2021,115330
fullstack,12,2021,161913
business,13,2021,157581
business,17,2021,162038
fullstack,18,2021,166355
devops,11,2021,153295
fullstack,12,2021,155632
devops,20,2021,184127
frontend,4,2021,121751
business,6,2021,147129
design,7,2021,106902
education,2,2021,99614
business,4,2021,139583
data,0,2021,137948
education,14,2021,110135
healthcare,7,2021,106857
ml,9,2021,168393
education,11,2021,127150
devops,1,2021,143984
healthcare,19,2021,135013
ml,20,2021,241327
backend,0,2021,117825
fullstack,4,2021,137628
education,19,2021,116920
design,4,2021,102111
fullstack,20,2021,183258
design,10,2021,106611
healthcare,17,2021,124690
data,5,2021,145515
education,15,2021,123924
devops,20,2021,219474
frontend,20,2021,152667
fullstack,10,2021,157143
design,1,2021,110151
data,20,2021,164159
business,14,2021,139931
ml,2,2021,147984
healthcare,13,2021,137605
design,12,2021,122657
fullstack,18,2021,195550
fullstack,0,2021,125157
business,12,2021,136567
devops,13,2021,181711
education,8,2021,113819
ml,10,2021,195034
business,8,2021,121644
frontend,8,2021,146080
ml,10,2021,183545
ml,20,2021,185640
devops,1,2021,126761
backend,12,2021,164744
fullstack,5,2021,123911
backend,10,2021,170715
education,7,2021,108958
business,0,2021,107626
backend,4,2021,140993
ml,3,2021,175484
frontend,2,2021,112698
education,11,2021,117235
ml,3,2021,154225
devops,1,2021,133998
devops,17,2021,202007
frontend,1,2021,107580
healthcare,19,2021,132567
ml,20,2021,209357
education,0,2021,77888
fullstack,17,2021,162900
fullstack,12,2021,167027
business,1,2021,115674
ml,15,2021,215609
fullstack,9,2021,168903
ml,15,2021,208182
education,11,2021,108680
design,11,2021,112755
design,14,2021,122720
devops,13,2021,191048
design,18,2021,153115
education,16,2021,118482
fullstack,7,2021,170731
design,2,2021,110809
education,9,2021,106085
backend,2,2021,115349
devops,9,2021,164218
healthcare,6,2021,110693
education,9,2021,104347
ml,15,2021,200993
fullstack,9,2021,165537
business,10,2021,142173
backend,5,2021,149785
fullstack,2,2021,134422
ml,1,2021,132527
backend,3,2021,156628
frontend,7,2021,136144
business,17,2021,168971
education,7,2021,101755
frontend,17,2021,136741
healthcare,10,2021,125956
business,12,2021,159658
ml,3,2021,144765
data,12,2021,183636
data,1,2021,132819
devops,19,2021,194091
backend,2,2021,139185
healthcare,17,2021,129917
ml,5,2021,192722
design,6,2021,119606
devops,16,2021,177835
ml,7,2021,165539
ml,5,2021,183650
design,7,2021,120582
fullstack,8,2021,135271
business,20,2021,167682
backend,10,2021,180504
education,10,2021,107942
healthcare,4,2021,106747
backend,2,2021,140208
backend,5,2021,128042
data,19,2021,167886
healthcare,4,2021,112186
design,2,2021,101007
data,13,2021,183839
education,14,2021,121709
fullstack,19,2021,179166
fullstack,18,2021,155385
ml,12,2021,174906
fullstack,8,2021,159279
